IId FId MId
merino15793 merino13172 merino13469
merino15794 merino13038 merino13651
merino15795 0 merino13651
merino15796 merino13450 merino13677
merino15797 merino13450 merino13677
merino15798 0 merino13681
merino15799 merino13148 merino13681
merino15800 merino13038 merino13127
merino15801 0 merino13127
merino15802 merino13038 merino13827
merino15803 merino13038 merino13827
merino15804 merino13480 merino13161
merino15805 merino13480 merino13161
merino15806 0 merino13267
merino15807 merino13058 merino13267
merino15808 0 merino13575
merino15809 merino13832 merino13575
merino15810 0 merino13293
merino15811 merino13168 merino13293
merino15812 0 0
merino15813 merino13168 merino13173
merino15814 merino13074 merino13145
merino15815 0 merino13145
merino15816 merino13172 merino13609
merino15817 merino13172 merino13609
merino15818 merino13480 merino13387
merino15819 0 merino13387
merino15820 merino13168 merino13323
merino15821 merino13168 merino13323
merino15822 0 merino13375
merino15823 0 merino13375
merino15824 merino13168 merino13809
merino15825 merino13168 merino13809
merino15826 0 merino13597
merino15827 merino13832 merino13597
merino15828 merino13148 merino13273
merino15829 0 merino13273
merino15830 merino13058 merino13095
merino15831 merino13058 merino13095
merino15832 0 merino13463
merino15833 merino13450 merino13463
merino15834 merino13480 merino13629
merino15835 merino13480 merino13629
merino15836 merino15098 merino14591
merino15837 merino15098 0
merino15838 merino15098 merino14375
merino15839 0 merino14375
merino15840 0 merino14625
merino15841 0 0
merino15842 0 0
merino15843 0 merino14203
merino15844 0 merino13877
merino15845 merino15484 merino13877
merino15846 merino15064 merino14037
merino15847 merino15064 merino14037
merino15848 merino15320 merino14529
merino15849 0 merino14529
merino15850 merino15564 merino13961
merino15851 merino15564 merino13961
merino15852 0 merino14481
merino15853 merino15098 merino14481
merino15854 merino15650 merino13977
merino15855 merino15650 merino13977
merino15856 0 merino14427
merino15857 merino15484 merino14427
merino15858 merino15238 merino14067
merino15859 0 merino14067
merino15860 merino15650 merino14367
merino15861 merino15650 merino14367
merino15862 0 merino13881
merino15863 merino15738 merino13881
merino15864 merino15064 merino14549
merino15865 merino15064 merino14549
merino15866 merino15542 merino14257
merino15867 merino15542 merino14257
merino15868 merino15238 merino14593
merino15869 0 merino14593
merino15870 merino15320 merino14627
merino15871 0 merino14627
merino15872 merino15098 merino13905
merino15873 merino15098 merino13905
merino15874 0 merino14255
merino15875 0 merino14255
merino15876 merino15238 merino14229
merino15877 0 merino14229
merino15878 merino15484 merino14185
merino15879 merino15484 merino14185
merino15880 0 merino13969
merino15881 merino15484 merino13969
merino15882 merino15238 0
merino15883 0 merino14139
merino15884 merino15564 merino14603
merino15885 merino15564 merino14603
merino15886 merino15650 merino14633
merino15887 merino15650 merino14633
merino15888 merino15320 merino14013
merino15889 0 merino14013
merino15890 merino15124 merino14449
merino15891 merino15124 merino14449
merino15892 merino15484 merino14117
merino15893 merino15484 merino14117
merino15894 merino15064 merino14221
merino15895 merino15064 merino14221
merino15896 merino15738 merino14421
merino15897 0 merino14421
merino15898 merino15650 0
merino15899 merino15650 merino14213
merino15900 0 merino14201
merino15901 0 merino14201
merino15902 merino15098 merino14613
merino15903 0 merino14613
merino15904 merino15564 merino14467
merino15905 merino15564 merino14467
merino15906 0 merino14271
merino15907 0 merino14271
merino15908 merino15542 merino14267
merino15909 merino15542 merino14267
merino15910 merino15320 merino14173
merino15911 merino15320 merino14173
merino15912 merino15650 merino14251
merino15913 merino15650 merino14251
merino15914 merino15124 merino14387
merino15915 0 merino14387
merino15916 merino15738 merino14059
merino15917 merino15738 merino14059
merino15918 merino15124 merino13887
merino15919 merino15124 merino13887
merino15920 merino15542 merino14605
merino15921 merino15542 merino14605
merino15922 merino15484 merino14113
merino15923 merino15484 merino14113
merino15924 0 merino14311
merino15925 0 merino14311
merino15926 merino15098 merino13991
merino15927 0 merino13991
merino15928 merino15650 merino13965
merino15929 merino15650 merino13965
merino15930 merino15542 merino14607
merino15931 0 0
merino15932 merino15238 merino14347
merino15933 0 merino14347
merino15934 0 merino14031
merino15935 merino15738 merino14031
merino15936 0 merino13899
merino15937 merino15064 merino13899
merino15938 merino15650 merino14247
merino15939 merino15650 merino14247
merino15940 merino15738 merino13915
merino15941 merino15738 0
merino15942 merino15238 merino14169
merino15943 merino15238 merino14169
merino15944 merino15320 merino14303
merino15945 merino15320 merino14303
merino15946 0 merino13967
merino15947 merino15238 merino13967
merino15948 merino15738 merino14065
merino15949 0 merino14065
merino15950 merino15064 merino14397
merino15951 merino15064 merino14397
merino15952 merino15650 merino14155
merino15953 0 merino14155
merino15954 merino15650 merino14355
merino15955 0 merino14355
merino15956 0 merino14101
merino15957 merino14052 0
merino15958 merino13910 merino14615
merino15959 merino13910 merino14615
merino15960 merino14098 merino14273
merino15961 0 merino14273
merino15962 merino13914 merino14553
merino15963 merino13914 merino14553
merino15964 merino14026 merino14241
merino15965 0 merino14241
merino15966 merino14564 merino14621
merino15967 0 merino14621
merino15968 merino14256 merino14635
merino15969 merino14256 merino14635
merino15970 0 merino14533
merino15971 merino13926 merino14533
merino15972 0 merino14133
merino15973 merino14026 merino14133
merino15974 0 merino14055
merino15975 merino14258 merino14055
merino15976 merino13910 merino14521
merino15977 0 merino14521
merino15978 0 merino13953
merino15979 merino13862 merino13953
merino15980 merino13856 0
merino15981 merino13856 merino14193
merino15982 merino14402 merino13973
merino15983 0 merino13973
merino15984 merino14098 merino14463
merino15985 0 merino14463
merino15986 merino13926 merino14121
merino15987 merino13926 merino14121
merino15988 merino14258 merino14459
merino15989 0 merino14459
merino15990 0 merino14439
merino15991 0 merino14439
merino15992 merino14408 0
merino15993 merino14408 merino14399
merino15994 merino13918 merino14029
merino15995 0 merino14029
merino15996 0 merino14443
merino15997 0 merino14443
merino15998 0 merino14353
merino15999 merino14408 merino14353
merino16000 merino14408 merino14487
merino16001 merino14408 merino14487
merino16002 merino13856 merino14579
merino16003 merino13856 merino14579
merino16004 merino13870 merino14183
merino16005 merino13870 merino14183
merino16006 0 merino13945
merino16007 merino13934 merino13945
merino16008 merino14564 merino14585
merino16009 0 merino14585
merino16010 merino13870 merino14089
merino16011 merino13870 merino14089
merino16012 0 merino14445
merino16013 0 merino14445
merino16014 0 merino14513
merino16015 0 merino14513
merino16016 merino14258 merino13995
merino16017 merino14258 merino13995
merino16018 0 merino13935
merino16019 merino14026 merino13935
merino16020 0 merino14557
merino16021 merino14052 merino14557
merino16022 merino14258 merino13983
merino16023 merino14258 merino13983
merino16024 merino13934 merino13925
merino16025 merino13934 merino13925
merino16026 merino13870 merino14535
merino16027 merino13870 merino14535
merino16028 merino14098 merino14435
merino16029 merino14098 merino14435
merino16030 merino13910 merino14105
merino16031 merino13910 merino14105
merino16032 merino14564 merino14011
merino16033 0 0
merino16034 merino13872 0
merino16035 merino13872 merino14611
merino16036 merino13872 merino14337
merino16037 merino13872 merino14337
merino16038 merino13856 merino14305
merino16039 merino13856 merino14305
merino16040 merino14256 merino14239
merino16041 merino14256 merino14239
merino16042 merino14098 0
merino16043 merino14098 merino14119
merino16044 0 0
merino16045 0 merino14205
merino16046 0 merino13989
merino16047 merino14026 merino13989
merino16048 0 merino14575
merino16049 merino14402 merino14575
merino16050 merino13870 merino14407
merino16051 merino13870 merino14407
merino16052 merino13918 merino14109
merino16053 0 merino14109
merino16054 merino13914 merino14623
merino16055 merino13914 merino14623
merino16056 0 merino14005
merino16057 merino14408 merino14005
merino16058 merino14098 merino14093
merino16059 merino14098 merino14093
merino16060 merino13918 merino13997
merino16061 merino13918 merino13997
merino16062 merino14408 merino13893
merino16063 merino14408 merino13893
merino16064 merino14408 merino14527
merino16065 0 merino14527
merino16066 merino13918 0
merino16067 0 merino14207
merino16068 merino14026 merino14253
merino16069 0 merino14253
merino16070 merino13856 merino13853
merino16071 0 merino13853
merino16072 merino14052 merino13975
merino16073 merino14052 merino13975
merino16074 0 merino14141
merino16075 merino13926 merino14141
merino16076 merino13866 merino13955
merino16077 0 merino13955
merino16078 0 merino14441
merino16079 merino13866 merino14441
merino16080 merino14256 merino14225
merino16081 0 merino14225
merino16082 merino13914 merino14209
merino16083 merino13914 merino14209
merino16084 merino14408 merino14079
merino16085 merino14408 merino14079
merino16086 merino14256 merino14197
merino16087 merino14256 merino14197
merino16088 0 merino14333
merino16089 merino14408 merino14333
merino16090 merino13866 merino14321
merino16091 merino13866 merino14321
merino16092 merino14402 merino13863
merino16093 merino14402 merino13863
merino16094 0 merino14219
merino16095 0 merino14219
merino16096 merino13944 merino13921
merino16097 merino13944 merino13921
merino16098 merino14144 merino14297
merino16099 0 merino14297
merino16100 merino14256 merino14363
merino16101 merino14256 merino14363
merino16102 0 merino14199
merino16103 0 merino14199
merino16104 0 merino14577
merino16105 0 merino14577
merino16106 0 merino14339
merino16107 0 merino14339
merino16108 merino13944 merino13873
merino16109 0 merino13873
merino16110 merino13910 0
merino16111 merino13910 merino14043
merino16112 0 merino14295
merino16113 merino13944 merino14295
merino16114 merino13862 merino14195
merino16115 merino13862 merino14195
merino16116 0 merino14485
merino16117 merino13944 merino14485
merino16118 merino14256 merino13855
merino16119 0 merino13855
merino16120 merino14564 merino14379
merino16121 merino14564 merino14379
merino16122 0 merino13889
merino16123 merino14258 merino13889
merino16124 merino14402 merino13901
merino16125 merino14402 merino13901
merino16126 merino13862 merino13895
merino16127 0 merino13895
merino16128 0 merino14153
merino16129 merino13872 merino14153
merino16130 0 merino14437
merino16131 merino14564 merino14437
merino16132 0 merino14217
merino16133 merino14258 merino14217
merino16134 merino13866 merino14027
merino16135 merino13866 merino14027
merino16136 merino13934 merino14159
merino16137 merino13934 merino14159
merino16138 0 merino14019
merino16139 merino13944 merino14019
merino16140 merino14408 merino14263
merino16141 0 merino14263
merino16142 merino14402 merino14033
merino16143 merino14402 merino14033
merino16144 merino13918 0
merino16145 0 merino14619
merino16146 merino13934 merino14519
merino16147 merino13934 merino14519
merino16148 merino13862 merino14261
merino16149 0 merino14261
merino16150 merino13910 merino14365
merino16151 merino13910 merino14365
merino16152 0 merino14569
merino16153 0 merino14569
merino16154 merino13914 merino13907
merino16155 merino13914 0
merino16156 0 merino14111
merino16157 0 merino14111
merino16158 0 merino14081
merino16159 merino13914 merino14081
merino16160 merino13870 merino14453
merino16161 merino13870 0
merino16162 merino13862 merino14151
merino16163 merino13862 0
merino16164 merino14402 merino14293
merino16165 0 merino14293
merino16166 merino13856 merino14491
merino16167 merino13856 0
merino16168 merino13934 merino14559
merino16169 0 merino14559
merino16170 merino14144 merino13999
merino16171 0 merino13999
merino16172 merino13862 merino14351
merino16173 0 merino14351
merino16174 merino14564 merino14275
merino16175 0 merino14275
merino16176 merino13866 merino14423
merino16177 0 merino14423
merino16178 merino13862 merino14493
merino16179 merino13862 merino14493
merino16180 merino13910 merino14047
merino16181 merino13910 merino14047
merino16182 merino13944 merino13923
merino16183 0 merino13923
merino16184 0 merino14161
merino16185 merino13872 merino14161
merino16186 merino14402 merino14233
merino16187 merino14402 merino14233
merino16188 merino13866 merino14413
merino16189 merino13866 merino14413
merino16190 merino13944 merino13951
merino16191 0 merino13951
merino16192 merino14144 merino13971
merino16193 0 merino13971
merino16194 0 0
merino16195 merino14256 merino14291
merino16196 merino14564 merino13949
merino16197 merino14564 0
merino16198 merino14256 merino14545
merino16199 merino14256 merino14545
merino16200 0 merino14277
merino16201 merino13914 merino14277
merino16202 0 merino14525
merino16203 merino14026 merino14525
merino16204 merino14256 merino13875
merino16205 merino14256 merino13875
merino16206 merino13934 merino13927
merino16207 merino13934 merino13927
merino16208 merino14258 merino13849
merino16209 merino14258 merino13849
merino16210 merino13862 merino14045
merino16211 0 merino14045
merino16212 0 merino13883
merino16213 0 merino13883
merino16214 merino13856 0
merino16215 merino13856 merino14313
merino16216 0 0
merino16217 merino14144 merino14023
merino16218 0 merino14227
merino16219 merino14564 merino14227
merino16220 merino13872 merino14601
merino16221 merino13872 merino14601
merino16222 merino14052 merino14571
merino16223 merino14052 merino14571
merino16224 0 merino14505
merino16225 merino13862 merino14505
merino16226 merino13918 merino14127
merino16227 0 merino14127
merino16228 0 merino13903
merino16229 merino14258 merino13903
merino16230 0 merino14163
merino16231 merino13862 merino14163
merino16232 0 merino13839
merino16233 merino14098 merino13839
merino16234 merino13934 merino13879
merino16235 0 0
merino16236 merino14026 0
merino16237 0 merino14591
merino16238 merino14408 merino14375
merino16239 merino14408 merino14375
merino16240 0 merino14625
merino16241 merino13914 merino14625
merino16242 merino13944 merino14203
merino16243 0 merino14203
merino16244 merino13944 merino13877
merino16245 0 merino13877
merino16246 merino14256 merino14037
merino16247 merino14256 merino14037
merino16248 merino13856 merino14529
merino16249 merino13856 merino14529
merino16250 merino13926 0
merino16251 merino13926 merino13961
merino16252 merino13934 merino14481
merino16253 merino13934 merino14481
merino16254 merino13910 merino13977
merino16255 0 merino13977
merino16256 merino14144 merino14427
merino16257 merino14144 merino14427
merino16258 0 merino14067
merino16259 merino14144 merino14067
merino16260 merino14256 merino14367
merino16261 merino14256 merino14367
merino16262 0 merino13881
merino16263 0 merino13881
merino16264 0 merino14549
merino16265 merino14258 merino14549
merino16266 merino13872 merino14257
merino16267 merino13872 merino14257
merino16268 merino14098 merino14593
merino16269 merino14098 merino14593
merino16270 merino13866 merino14627
merino16271 0 merino14627
merino16272 merino13934 merino13905
merino16273 merino13934 merino13905
merino16274 merino13944 merino14255
merino16275 merino13944 merino14255
merino16276 merino13862 0
merino16277 merino13862 merino14229
merino16278 merino13910 merino14185
merino16279 merino13910 merino14185
merino16280 merino14144 merino13969
merino16281 merino14144 merino13969
merino16282 merino14402 merino14139
merino16283 merino14402 merino14139
merino16284 merino13862 merino14603
merino16285 merino13862 merino14603
merino16286 0 merino14633
merino16287 merino14144 merino14633
merino16288 merino13872 merino14013
merino16289 merino13872 merino14013
merino16290 merino14258 merino14449
merino16291 merino14258 0
merino16292 0 merino14117
merino16293 merino14144 merino14117
merino16294 merino13870 merino14221
merino16295 merino13870 merino14221
merino16296 merino13856 merino14421
merino16297 0 merino14421
merino16298 0 merino14213
merino16299 0 merino14213
merino16300 0 merino14201
merino16301 0 merino14201
merino16302 0 merino14613
merino16303 merino14098 merino14613
merino16304 merino13866 merino14467
merino16305 merino13866 0
merino16306 merino14052 merino14271
merino16307 merino14052 merino14271
merino16308 merino13872 merino14267
merino16309 merino13872 merino14267
merino16310 merino14098 merino14173
merino16311 merino14098 0
merino16312 merino13866 merino14251
merino16313 merino13866 merino14251
merino16314 merino13926 merino14387
merino16315 merino13926 merino14387
merino16316 merino13926 merino14059
merino16317 merino13926 merino14059
merino16318 merino13926 merino13887
merino16319 0 merino13887
merino16320 merino13856 merino14605
merino16321 0 merino14605
merino16322 merino13926 merino14113
merino16323 merino13926 merino14113
merino16324 merino13918 merino14311
merino16325 merino13918 merino14311
merino16326 merino14144 merino13991
merino16327 merino14144 0
merino16328 0 0
merino16329 merino14564 merino13965
merino16330 merino13910 merino14607
merino16331 merino13910 merino14607
merino16332 merino14026 merino14347
merino16333 0 merino14347
merino16334 merino13934 merino14031
merino16335 merino13934 merino14031
merino16336 merino14408 merino13899
merino16337 merino14408 merino13899
merino16338 0 merino14247
merino16339 merino13856 merino14247
merino16340 0 merino13915
merino16341 0 merino13915
merino16342 merino14144 merino14169
merino16343 merino14144 merino14169
merino16344 merino14258 merino14303
merino16345 merino14258 merino14303
merino16346 0 merino13967
merino16347 merino14564 merino13967
merino16348 merino14256 merino14065
merino16349 merino14256 merino14065
merino16350 merino14098 merino14397
merino16351 merino14098 merino14397
merino16352 0 0
merino16353 merino14144 merino14155
merino16354 merino13926 merino14355
merino16355 merino13926 merino14355
merino16356 merino14026 merino14101
merino16357 merino14026 merino14101
merino16358 merino13918 merino14615
merino16359 merino13918 merino14615
merino16360 merino13866 merino14273
merino16361 merino13866 merino14273
merino16362 merino13862 merino14553
merino16363 merino13862 merino14553
merino16364 merino13926 merino14241
merino16365 merino13926 merino14241
merino16366 0 merino14621
merino16367 0 merino14621
merino16368 merino14256 merino14635
merino16369 merino14256 merino14635
merino16370 0 merino14533
merino16371 0 merino14533
merino16372 0 merino14133
merino16373 0 merino14133
merino16374 0 merino14055
merino16375 merino13872 merino14055
merino16376 merino13926 merino14521
merino16377 merino13926 merino14521
merino16378 merino13856 merino13953
merino16379 merino13856 merino13953
merino16380 merino13870 merino14193
merino16381 0 merino14193
merino16382 merino14026 merino13973
merino16383 merino14026 merino13973
merino16384 merino13856 merino14463
merino16385 merino13856 merino14463
merino16386 merino13914 merino14121
merino16387 merino13914 merino14121
merino16388 merino14098 merino14459
merino16389 merino14098 merino14459
merino16390 0 merino14439
merino16391 merino14402 merino14439
merino16392 merino13914 merino14399
merino16393 merino13914 merino14399
merino16394 0 merino14029
merino16395 0 merino14029
merino16396 merino13918 merino14443
merino16397 merino13918 merino14443
merino16398 merino14256 merino14353
merino16399 merino14256 merino14353
merino16400 merino13934 merino14487
merino16401 0 0
merino16402 merino13934 merino14579
merino16403 merino13934 merino14579
merino16404 merino14564 merino14183
merino16405 0 merino14183
merino16406 merino13872 merino13945
merino16407 merino13872 merino13945
merino16408 0 merino14585
merino16409 merino13926 merino14585
merino16410 merino13910 0
merino16411 merino13910 merino14089
merino16412 merino14402 merino14445
merino16413 merino14402 merino14445
merino16414 0 merino14513
merino16415 merino13872 merino14513
merino16416 0 merino13995
merino16417 merino13856 merino13995
merino16418 merino13870 merino13935
merino16419 0 merino13935
merino16420 0 merino14557
merino16421 0 merino14557
merino16422 merino14564 merino13983
merino16423 0 merino13983
merino16424 merino13910 merino13925
merino16425 0 merino13925
merino16426 merino14026 merino14535
merino16427 merino14026 merino14535
merino16428 merino14258 merino14435
merino16429 merino14258 merino14435
merino16430 0 merino14105
merino16431 merino13862 merino14105
merino16432 merino14026 merino14011
merino16433 0 merino14011
merino16434 merino13934 merino14611
merino16435 merino13934 merino14611
merino16436 merino13872 merino14337
merino16437 merino13872 merino14337
merino16438 merino13934 merino14305
merino16439 merino13934 0
merino16440 merino13918 merino14239
merino16441 merino13918 0
merino16442 merino13872 merino14119
merino16443 merino13872 merino14119
merino16444 merino13944 merino14205
merino16445 0 merino14205
merino16446 merino14026 merino13989
merino16447 merino14026 merino13989
merino16448 0 merino14575
merino16449 0 merino14575
merino16450 merino14564 merino14407
merino16451 merino14564 merino14407
merino16452 merino14258 merino14109
merino16453 merino14258 merino14109
merino16454 merino14258 merino14623
merino16455 merino14258 merino14623
merino16456 0 merino14005
merino16457 merino13934 merino14005
merino16458 merino13918 merino14093
merino16459 0 merino14093
merino16460 merino14098 merino13997
merino16461 merino14098 merino13997
merino16462 merino14408 merino13893
merino16463 merino14408 merino13893
merino16464 merino14402 merino14527
merino16465 merino14402 merino14527
merino16466 merino14052 merino14207
merino16467 merino14052 0
merino16468 merino14052 merino14253
merino16469 merino14052 merino14253
merino16470 merino13872 merino13853
merino16471 0 merino13853
merino16472 merino14098 merino13975
merino16473 0 merino13975
merino16474 merino13866 merino14141
merino16475 merino13866 merino14141
merino16476 merino14052 merino13955
merino16477 merino14052 merino13955
merino16478 merino14026 merino14441
merino16479 0 merino14441
merino16480 0 merino14225
merino16481 merino13918 merino14225
merino16482 0 merino14209
merino16483 merino13914 merino14209
merino16484 0 merino14079
merino16485 merino14258 merino14079
merino16486 merino13862 merino14197
merino16487 0 merino14197
merino16488 merino13870 merino14333
merino16489 merino13870 merino14333
merino16490 merino14258 merino14321
merino16491 0 merino14321
merino16492 merino14052 merino13863
merino16493 merino14052 merino13863
merino16494 merino13926 merino14219
merino16495 merino13926 merino14219
merino16496 merino13944 0
merino16497 0 merino13921
merino16498 0 merino14297
merino16499 0 merino14297
merino16500 merino13866 merino14363
merino16501 merino13866 merino14363
merino16502 merino13856 merino14199
merino16503 merino13856 merino14199
merino16504 merino13870 merino14577
merino16505 0 merino14577
merino16506 merino13872 merino14339
merino16507 merino13872 merino14339
merino16508 merino13934 0
merino16509 0 merino13873
merino16510 merino14564 merino14043
merino16511 merino14564 merino14043
merino16512 merino13870 merino14295
merino16513 0 merino14295
merino16514 merino13944 merino14195
merino16515 merino13944 merino14195
merino16516 0 merino14485
merino16517 0 merino14485
merino16518 merino14258 merino13855
merino16519 merino14258 merino13855
merino16520 merino13926 merino14379
merino16521 merino13926 merino14379
merino16522 merino14402 merino13889
merino16523 merino14402 merino13889
merino16524 merino13872 merino13901
merino16525 merino13872 merino13901
merino16526 merino13918 merino13895
merino16527 merino13918 merino13895
merino16528 0 merino14153
merino16529 merino13918 merino14153
merino16530 0 merino14437
merino16531 0 merino14437
merino16532 merino13862 merino14217
merino16533 0 merino14217
merino16534 merino13910 merino14027
merino16535 merino13910 merino14027
merino16536 merino14402 merino14159
merino16537 merino14402 merino14159
merino16538 merino13866 merino14019
merino16539 merino13866 merino14019
merino16540 merino13934 merino14263
merino16541 merino13934 0
merino16542 merino14256 merino14033
merino16543 0 merino14033
merino16544 0 merino14619
merino16545 merino13866 merino14619
merino16546 0 merino14519
merino16547 0 merino14519
merino16548 merino14144 merino14261
merino16549 merino14144 0
merino16550 merino14026 merino14365
merino16551 merino14026 merino14365
merino16552 merino13918 merino14569
merino16553 merino13918 merino14569
merino16554 merino14258 merino13907
merino16555 merino14258 merino13907
merino16556 merino13866 merino14111
merino16557 0 merino14111
merino16558 merino14026 merino14081
merino16559 0 merino14081
merino16560 0 merino14453
merino16561 merino13856 merino14453
merino16562 merino13870 merino14151
merino16563 0 merino14151
merino16564 0 merino14293
merino16565 merino14564 merino14293
merino16566 0 merino14491
merino16567 merino14408 merino14491
merino16568 merino14258 merino14559
merino16569 0 merino14559
merino16570 merino13914 merino13999
merino16571 merino13914 merino13999
merino16572 merino14402 0
merino16573 0 merino14351
merino16574 merino14258 merino14275
merino16575 merino14258 merino14275
merino16576 merino14256 merino14423
merino16577 merino14256 merino14423
merino16578 merino13944 merino14493
merino16579 0 merino14493
merino16580 merino14098 merino14047
merino16581 merino14098 merino14047
merino16582 merino14564 merino13923
merino16583 merino14564 merino13923
merino16584 0 merino14161
merino16585 0 merino14161
merino16586 merino13862 merino14233
merino16587 merino13862 merino14233
merino16588 merino14052 merino14413
merino16589 merino14052 merino14413
merino16590 0 merino13951
merino16591 merino13918 merino13951
merino16592 merino14564 merino13971
merino16593 merino14564 merino13971
merino16594 0 merino14291
merino16595 merino14564 merino14291
merino16596 merino13926 merino13949
merino16597 merino13926 0
merino16598 merino13856 merino14545
merino16599 merino13856 merino14545
merino16600 0 merino14277
merino16601 merino13926 merino14277
merino16602 merino13934 merino14525
merino16603 merino13934 merino14525
merino16604 merino14402 0
merino16605 merino14402 merino13875
merino16606 merino13866 merino13927
merino16607 merino13866 merino13927
merino16608 merino14098 merino13849
merino16609 merino14098 merino13849
merino16610 merino13934 merino14045
merino16611 0 0
merino16612 0 merino13883
merino16613 0 0
merino16614 merino13862 merino14313
merino16615 merino13862 0
merino16616 merino13910 merino14023
merino16617 merino13910 merino14023
merino16618 0 merino14227
merino16619 merino14052 merino14227
merino16620 merino14408 merino14601
merino16621 0 merino14601
merino16622 merino13910 merino14571
merino16623 merino13910 merino14571
merino16624 merino14408 merino14505
merino16625 merino14408 merino14505
merino16626 merino13870 merino14127
merino16627 merino13870 merino14127
merino16628 merino13866 merino13903
merino16629 merino13866 merino13903
merino16630 merino13910 merino14163
merino16631 0 merino14163
merino16632 merino13934 merino13839
merino16633 merino13934 merino13839
merino16634 merino14052 merino13879
merino16635 merino14052 merino13879
merino16636 merino15028 merino14895
merino16637 0 merino14895
merino16638 0 merino14965
merino16639 merino14752 merino14965
merino16640 merino14842 merino14763
merino16641 0 merino14763
merino16642 merino14840 merino14955
merino16643 0 merino14955
merino16644 merino14812 merino14847
merino16645 merino14812 merino14847
merino16646 0 merino14949
merino16647 merino14752 merino14949
merino16648 merino14842 merino14849
merino16649 merino14842 merino14849
merino16650 merino14840 merino14807
merino16651 merino14840 merino14807
merino16652 0 merino15019
merino16653 merino14812 merino15019
merino16654 merino15028 merino14671
merino16655 merino15028 0
merino16656 merino14842 merino14777
merino16657 merino14842 merino14777
merino16658 0 merino14897
merino16659 merino14840 merino14897
merino16660 merino14812 merino14975
merino16661 merino14812 merino14975
merino16662 0 merino15003
merino16663 merino15028 merino15003
merino16664 0 merino14641
merino16665 merino14752 merino14641
merino16666 0 merino14793
merino16667 0 merino14793
merino16668 merino14812 merino14735
merino16669 merino14812 merino14735
merino16670 merino15028 merino14687
merino16671 0 merino14687
merino16672 merino14752 merino14833
merino16673 merino14752 merino14833
merino16674 0 merino14993
merino16675 merino14842 merino14993
merino16676 merino14812 merino14901
merino16677 merino14812 merino14901
merino16678 merino15028 merino14747
merino16679 merino15028 merino14747
merino16680 merino14752 merino15013
merino16681 merino14752 merino15013
merino16682 merino14842 merino14801
merino16683 merino14842 merino14801
merino16684 0 merino14915
merino16685 merino14840 merino14915
merino16686 merino15028 merino14669
merino16687 merino15028 merino14669
merino16688 merino14752 merino14987
merino16689 merino14752 merino14987
merino16690 merino14842 merino14903
merino16691 0 merino14903
merino16692 0 merino14873
merino16693 merino14840 merino14873
merino16694 merino14812 merino14931
merino16695 0 merino14931
merino16696 0 merino14709
merino16697 merino14752 merino14709
merino16698 0 merino14789
merino16699 merino14842 merino14789
merino16700 merino14840 merino14713
merino16701 merino14840 merino14713
merino16702 merino14812 merino14653
merino16703 merino14812 merino14653
merino16704 merino15028 merino14703
merino16705 merino15028 merino14703
merino16706 merino14842 merino14675
merino16707 merino14842 merino14675
merino16708 merino14840 merino14809
merino16709 merino14840 merino14809
merino16710 merino14812 merino14945
merino16711 merino14812 merino14945
merino16712 merino15028 merino14787
merino16713 merino15028 merino14787
merino16714 merino14752 merino14907
merino16715 0 merino14907
merino16716 merino14840 merino14905
merino16717 merino14840 merino14905
merino16718 merino14812 merino14841
merino16719 merino14812 merino14841
merino16720 merino15028 merino14913
merino16721 merino15028 merino14913
merino16722 merino14752 merino14991
merino16723 0 0
merino16724 merino14842 0
merino16725 merino14842 merino14759
merino16726 merino14812 merino14749
merino16727 0 merino14749
merino16728 0 merino14667
merino16729 merino15028 merino14667
merino16730 0 merino14863
merino16731 merino14752 merino14863
merino16732 merino14842 merino14837
merino16733 0 merino14837
merino16734 merino14840 merino14751
merino16735 merino14840 0
merino16736 merino15028 merino14821
merino16737 merino15028 merino14821
merino16738 merino14752 merino14639
merino16739 merino14752 merino14639
merino16740 merino14842 0
merino16741 merino14842 merino14725
merino16742 0 merino14859
merino16743 merino14840 merino14859
merino16744 merino14812 merino14927
merino16745 0 merino14927
merino16746 0 merino14865
merino16747 0 merino14865
merino16748 merino14842 0
merino16749 merino14842 merino14909
merino16750 merino14840 merino14745
merino16751 merino14840 merino14745
merino16752 0 merino14957
merino16753 0 merino14957
merino16754 0 merino14839
merino16755 0 merino14839
merino16756 0 merino14875
merino16757 merino14842 0
merino16758 merino14840 merino14961
merino16759 merino14840 merino14961
merino16760 merino14812 merino14923
merino16761 merino14812 merino14923
merino16762 merino15028 merino14701
merino16763 merino15028 merino14701
merino16764 merino14752 merino14921
merino16765 merino14752 merino14921
merino16766 0 merino14723
merino16767 merino14840 merino14723
merino16768 merino14812 merino14973
merino16769 merino14812 0
merino16770 merino15028 merino14825
merino16771 0 merino14825
merino16772 0 merino14711
merino16773 merino14752 merino14711
merino16774 0 merino14943
merino16775 merino14842 merino14943
merino16776 merino14812 0
merino16777 merino14812 merino14729
merino16778 merino15028 0
merino16779 merino15028 merino15007
merino16780 merino14752 merino14677
merino16781 0 merino14677
merino16782 merino14842 merino14753
merino16783 merino14842 merino14753
merino16784 merino14840 merino14857
merino16785 merino14840 merino14857
merino16786 merino15028 merino14869
merino16787 merino15028 merino14869
merino16788 merino14752 merino14963
merino16789 merino14752 merino14963
merino16790 merino14842 merino14795
merino16791 0 0
merino16792 merino14840 merino14881
merino16793 0 merino14881
merino16794 0 merino14845
