IId sex Anho Population d_fibra p_vellongras peso_vivo
merino16182 M 2020 Ayaviri 23.2 1.16 45
merino16183 F 2020 Ayaviri 21.9 3.96 45.1
merino16184 M 2020 Ayaviri 19.3 2.56 44
merino16185 F 2020 Ayaviri 21.8 3.26 44.9
merino16186 M 2020 Ayaviri 23 2.36 42.6
merino16187 F 2020 Ayaviri 23.1 6.46 43.3
merino16188 M 2020 Ayaviri 22.3 2.76 48.5
merino16189 F 2020 Ayaviri 22 1.46 0
merino16190 M 2020 Ayaviri 20.9 1.66 44.8
merino16191 F 2020 Ayaviri 20.2 1.96 0
merino16192 M 2020 Ayaviri 22.3 1.16 46.7
merino16193 F 2020 Ayaviri 23.6 0 43.6
merino16194 M 2020 Ayaviri 22.6 0 44
merino16195 F 2020 Ayaviri 22.6 2.16 45.7
merino16196 M 2020 Ayaviri 20 2.26 45.6
merino16197 F 2020 Ayaviri 20.6 3.46 0
merino16198 M 2020 Ayaviri 23.5 0 46.3
merino16199 F 2020 Ayaviri 0 2.36 43.9
merino16200 M 2020 Ayaviri 22.2 3.46 44.7
merino16201 F 2020 Ayaviri 0 0 44.8
merino16202 M 2020 Ayaviri 21.7 3.26 44.6
merino16203 F 2020 Ayaviri 20.4 6.66 44.4
merino16204 M 2020 Ayaviri 23.7 0 47.2
merino16205 F 2020 Ayaviri 22.6 6.76 46.2
merino16206 M 2020 Ayaviri 20.8 3.56 46.4
merino16207 F 2020 Ayaviri 21.9 0.26 45.5
merino16208 M 2020 Ayaviri 21.8 1.76 46.1
merino16209 F 2020 Ayaviri 22.5 0 0
merino16210 M 2020 Ayaviri 21.7 7.46 45.3
merino16211 F 2020 Ayaviri 21.4 2.56 44.5
merino16212 M 2020 Ayaviri 18.9 0.96 43.5
merino16213 F 2020 Ayaviri 20.6 2.86 43.5
merino16214 M 2020 Ayaviri 24.3 3.16 0
merino16215 F 2020 Ayaviri 21.9 4.86 46.2
merino16216 M 2020 Ayaviri 21.2 2.66 44.2
merino16217 F 2020 Ayaviri 22.2 1.66 0
merino16218 M 2020 Ayaviri 0 0 43.2
merino16219 F 2020 Ayaviri 22 3.76 43.6
merino16220 M 2020 Ayaviri 20.7 0 0
merino16221 F 2020 Ayaviri 20.4 0 45.5
merino16222 M 2020 Ayaviri 22.3 2.36 43.3
merino16223 F 2020 Ayaviri 22.8 0.76 44.6
merino16224 M 2020 Ayaviri 22.1 0 0
merino16225 F 2020 Ayaviri 22.7 0.76 0
merino16226 M 2020 Ayaviri 22.9 1.36 0
merino16227 F 2020 Ayaviri 19.2 0 45.5
merino16228 M 2020 Ayaviri 20.6 4.86 46.1
merino16229 F 2020 Ayaviri 20.5 3.26 45.1
merino16230 M 2020 Ayaviri 20.8 3.86 44.1
merino16231 F 2020 Ayaviri 19.9 4.06 45.6
merino16232 M 2020 Ayaviri 21.8 3.26 0
merino16233 F 2020 Ayaviri 21.6 1.86 0
merino16234 M 2020 Ayaviri 20.4 0.46 44.3
merino16235 F 2020 Ayaviri 22.2 1.56 44
merino16236 M 2020 Ayaviri 21.6 3.26 45.1
merino16237 F 2020 Ayaviri 21.7 0 44.8
merino16238 M 2020 Ayaviri 21 3.26 46.5
merino16239 F 2020 Ayaviri 22.4 1.56 45.4
merino16240 M 2020 Ayaviri 19.1 0 46.2
merino16241 F 2020 Ayaviri 0 3.56 46.4
merino16242 M 2020 Ayaviri 21.5 3.56 45.8
merino16243 F 2020 Ayaviri 22.6 4.16 45.7
merino16244 M 2020 Ayaviri 22 0.16 0
merino16245 F 2020 Ayaviri 22 0.96 0
merino16246 M 2020 Ayaviri 19.8 2.26 46
merino16247 F 2020 Ayaviri 22.8 1.96 44.7
merino16248 M 2020 Ayaviri 21.5 2.46 46.3
merino16249 F 2020 Ayaviri 20.4 3.06 43.7
merino16250 M 2020 Ayaviri 20.7 0.96 43.8
merino16251 F 2020 Ayaviri 22.4 1.16 0
merino16252 M 2020 Ayaviri 21.8 4.46 47.2
merino16253 F 2020 Ayaviri 22.1 3.06 47.9
merino16254 M 2020 Ayaviri 21.7 1.56 46.2
merino16255 F 2020 Ayaviri 20.7 3.06 44.6
merino16256 M 2020 Ayaviri 22.2 5.86 45.1
merino16257 F 2020 Ayaviri 19.7 2.96 45.3
merino16258 M 2020 Ayaviri 20.1 0 44.9
merino16259 F 2020 Ayaviri 20.5 2.76 45.6
merino16260 M 2020 Ayaviri 23.3 3.36 46.2
merino16261 F 2020 Ayaviri 22.7 0 47
merino16262 M 2020 Ayaviri 21.4 3.36 45.2
merino16263 F 2020 Ayaviri 21.4 3.26 45.1
merino16264 M 2020 Ayaviri 22.8 6.06 46.2
merino16265 F 2020 Ayaviri 21.5 4.16 46
merino16266 M 2020 Ayaviri 22.2 0 46.4
merino16267 F 2020 Ayaviri 21.2 2.86 0
merino16268 M 2020 Ayaviri 21.5 3.06 44.8
merino16269 F 2020 Ayaviri 20.7 1.86 0
merino16270 M 2020 Ayaviri 21.3 0.66 44.9
merino16271 F 2020 Ayaviri 21.2 1.86 44.5
merino16272 M 2020 Ayaviri 19.1 0 0
merino16273 F 2020 Ayaviri 22 4.76 0
merino16274 M 2020 Ayaviri 20.9 0 44
merino16275 F 2020 Ayaviri 22 3.16 44.3
merino16276 M 2020 Ayaviri 21.7 3.66 45.1
merino16277 F 2020 Ayaviri 21.8 2.86 45.8
merino16278 M 2020 Ayaviri 21.8 0 43.7
merino16279 F 2020 Ayaviri 0 0.96 45
merino16280 M 2020 Ayaviri 22 0 44.9
merino16281 F 2020 Ayaviri 21.6 3.06 47.3
merino16282 M 2020 Ayaviri 19.8 0 43.3
merino16283 F 2020 Ayaviri 23.5 6.06 43.6
merino16284 M 2020 Ayaviri 21.7 4.06 45.7
merino16285 F 2020 Ayaviri 21.3 5.36 45
merino16286 M 2020 Ayaviri 21.2 1.86 44.9
merino16287 F 2020 Ayaviri 23.2 0 44
merino16288 M 2020 Ayaviri 23.4 1.16 0
merino16289 F 2020 Ayaviri 22.2 2.56 45.7
merino16290 M 2020 Ayaviri 22 1.36 44
merino16291 F 2020 Ayaviri 21.3 4.16 44.8
merino16292 M 2020 Ayaviri 22.2 2.06 46.1
merino16293 F 2020 Ayaviri 21.2 0 46.1
merino16294 M 2020 Ayaviri 21 2.46 45.1
merino16295 F 2020 Ayaviri 22.5 0 0
merino16296 M 2020 Ayaviri 23 1.26 44.2
merino16297 F 2020 Ayaviri 23.3 1.36 44.2
merino16298 M 2020 Ayaviri 21.6 3.56 45
merino16299 F 2020 Ayaviri 21.8 2.06 46.9
merino16300 M 2020 Ayaviri 21.9 0.76 0
merino16301 F 2020 Ayaviri 0 0 44.1
merino16302 M 2020 Ayaviri 20.9 0 0
merino16303 F 2020 Ayaviri 21.4 3.86 47
merino16304 M 2020 Ayaviri 20.8 1.16 43
merino16305 F 2020 Ayaviri 20.6 2.36 44.3
merino16306 M 2020 Ayaviri 0 0 44.4
merino16307 F 2020 Ayaviri 22.1 0 44.7
merino16308 M 2020 Ayaviri 22.9 2.56 45.7
merino16309 F 2020 Ayaviri 20.9 1.46 45.7
merino16310 M 2020 Ayaviri 21.3 2.66 43.1
merino16311 F 2020 Ayaviri 22 0.66 43.9
merino16312 M 2020 Ayaviri 0 3.16 47.3
merino16313 F 2020 Ayaviri 21.7 3.36 45
merino16314 M 2020 Ayaviri 23.3 1.26 45.9
merino16315 F 2020 Ayaviri 21.8 2.16 44.3
merino16316 M 2020 Ayaviri 0 0 46.4
merino16317 F 2020 Ayaviri 21.8 2.06 44.6
merino16318 M 2020 Ayaviri 19.2 0 43.6
merino16319 F 2020 Ayaviri 21 2.16 44.3
merino16320 M 2020 Ayaviri 22.2 2.86 44.6
merino16321 F 2020 Ayaviri 19.7 2.86 46.4
merino16322 M 2020 Ayaviri 21.1 4.66 43.6
merino16323 F 2020 Ayaviri 19.6 3.96 43.5
merino16324 M 2020 Ayaviri 21.3 2.66 43.9
merino16325 F 2020 Ayaviri 21.1 0 44.2
merino16326 M 2020 Ayaviri 0 2.76 46.2
merino16327 F 2020 Ayaviri 21.4 0.86 46.9
merino16328 M 2020 Ayaviri 21.8 2.16 44
merino16329 F 2020 Ayaviri 22.4 4.36 0
merino16330 M 2020 Ayaviri 22.7 1.96 46.4
merino16331 F 2020 Ayaviri 20.2 0 44.3
merino16332 M 2020 Ayaviri 20.2 0 44.4
merino16333 F 2020 Ayaviri 21.6 3.06 44.6
merino16334 M 2020 Ayaviri 21.8 1.56 44.2
merino16335 F 2020 Ayaviri 20 0 0
merino16336 M 2020 Ayaviri 18.8 1.26 46.8
merino16337 F 2020 Ayaviri 20.8 0.66 0
merino16338 M 2020 Ayaviri 21.2 3.76 0
merino16339 F 2020 Ayaviri 20.4 3.36 46.5
merino16340 M 2020 Ayaviri 19.1 0 0
merino16341 F 2020 Ayaviri 21 0 44.9
merino16342 M 2020 Ayaviri 0 2.36 45.1
merino16343 F 2020 Ayaviri 20.6 0 46.8
merino16344 M 2020 Ayaviri 22 3.16 46.8
merino16345 F 2020 Ayaviri 22.3 0 45
merino16346 M 2020 Ayaviri 21.1 4.16 0
merino16347 F 2020 Ayaviri 0 0 43.3
merino16348 M 2020 Ayaviri 23.1 3.26 44.1
merino16349 F 2020 Ayaviri 21.6 2.06 45.6
merino16350 M 2020 Ayaviri 20.2 2.16 0
merino16351 F 2020 Ayaviri 21.3 1.86 46.3
merino16352 M 2020 Ayaviri 19.2 1.96 47.6
merino16353 F 2020 Ayaviri 21 0 46
merino16354 M 2020 Ayaviri 21 0 45.9
merino16355 F 2020 Ayaviri 20.7 2.96 44.5
merino16356 M 2020 Ayaviri 20.4 3.86 0
merino16357 F 2020 Ayaviri 21.4 0 46.3
merino16358 M 2020 Ayaviri 21.9 0 46.6
merino16359 F 2020 Ayaviri 21.7 2.96 43.8
merino16360 M 2020 Ayaviri 19.8 3.76 0
merino16361 F 2020 Ayaviri 19.4 3.06 44.8
merino16362 M 2020 Ayaviri 21.7 1.26 45.2
merino16363 F 2020 Ayaviri 23.8 3.66 0
merino16364 M 2020 Ayaviri 23.2 2.66 43.2
merino16365 F 2020 Ayaviri 21.8 2.46 43.8
merino16366 M 2020 Ayaviri 22.9 0 0
merino16367 F 2020 Ayaviri 20.9 0 44.5
merino16368 M 2020 Ayaviri 22.8 2.56 46.4
merino16369 F 2020 Ayaviri 23.4 6.26 46.6
merino16370 M 2020 Ayaviri 22.2 3.56 46.4
merino16371 F 2020 Ayaviri 19.7 2.66 45.2
merino16372 M 2020 Ayaviri 22.2 4.66 43.3
merino16373 F 2020 Ayaviri 21.7 0 45.5
merino16374 M 2020 Ayaviri 21.8 0 45.6
merino16375 F 2020 Ayaviri 21.5 4.96 46.2
merino16376 M 2020 Ayaviri 21.2 2.96 45.1
merino16377 F 2020 Ayaviri 21.8 2.16 45.6
merino16378 M 2020 Ayaviri 0 1.46 43
merino16379 F 2020 Ayaviri 20.5 1.56 47.1
merino16380 M 2020 Ayaviri 21.7 2.76 45.7
merino16381 F 2020 Ayaviri 22.2 2.16 47.3
merino16382 M 2020 Ayaviri 21.2 2.76 46.2
merino16383 F 2020 Ayaviri 0 2.76 44.2
merino16384 M 2020 Ayaviri 22.1 0 45.7
merino16385 F 2020 Ayaviri 0 4.46 44.2
merino16386 M 2020 Ayaviri 0 3.86 0
merino16387 F 2020 Ayaviri 20 0 45.9
merino16388 M 2020 Ayaviri 20.4 3.96 45.1
merino16389 F 2020 Ayaviri 21.8 2.06 45.6
merino16390 M 2020 Ayaviri 22.3 0 44
merino16391 F 2020 Ayaviri 22.9 3.36 0
merino16392 M 2020 Ayaviri 21.3 0.46 42.2
merino16393 F 2020 Ayaviri 0 3.26 45.8
merino16394 M 2020 Ayaviri 24.3 4.56 46
merino16395 F 2020 Ayaviri 23.4 4.76 46.3
merino16396 M 2020 Ayaviri 0 4.76 0
merino16397 F 2020 Ayaviri 23.1 0 0
merino16398 M 2020 Ayaviri 22.8 2.66 45.8
merino16399 F 2020 Ayaviri 23.3 0.06 45.2
merino16400 M 2020 Ayaviri 22.9 1.96 44
merino16401 F 2020 Ayaviri 0 2.16 0
merino16402 M 2020 Ayaviri 24.2 3.16 45.7
merino16403 F 2020 Ayaviri 23.4 4.66 0
merino16404 M 2020 Ayaviri 21 3.36 46.8
merino16405 F 2020 Ayaviri 20.1 6.66 45.1
merino16406 M 2020 Ayaviri 21.3 2.76 44.9
merino16407 F 2020 Ayaviri 21.5 0.96 45.7
merino16408 M 2020 Ayaviri 0 2.36 44
merino16409 F 2020 Ayaviri 21.9 0 45
merino16410 M 2020 Ayaviri 20.5 0.66 45.6
merino16411 F 2020 Ayaviri 22.5 0 44.2
merino16412 M 2020 Ayaviri 23.4 3.16 44.6
merino16413 F 2020 Ayaviri 0 3.46 43.3
merino16414 M 2020 Ayaviri 21.2 4.46 0
merino16415 F 2020 Ayaviri 22.4 0 46.5
merino16416 M 2020 Ayaviri 21.4 3.76 0
merino16417 F 2020 Ayaviri 0 2.06 43.8
merino16418 M 2020 Ayaviri 20.8 1.36 0
merino16419 F 2020 Ayaviri 0 0 0
merino16420 M 2020 Ayaviri 22.4 0 45.7
merino16421 F 2020 Ayaviri 21.5 4.76 0
merino16422 M 2020 Ayaviri 22.7 1.66 43.2
merino16423 F 2020 Ayaviri 0 0 44.4
merino16424 M 2020 Ayaviri 21.5 0.56 44.1
merino16425 F 2020 Ayaviri 19.7 2.06 46.3
merino16426 M 2020 Ayaviri 23.8 1.86 45.3
merino16427 F 2020 Ayaviri 21.6 0 45.2
merino16428 M 2020 Ayaviri 19.6 3.46 0
merino16429 F 2020 Ayaviri 22.8 3.36 43.4
merino16430 M 2020 Ayaviri 21.1 1.56 44.7
merino16431 F 2020 Ayaviri 21.5 1.86 46.3
merino16432 M 2020 Ayaviri 21.3 3.86 44.6
merino16433 F 2020 Ayaviri 20.4 2.26 45.3
merino16434 M 2020 Ayaviri 22.6 0 44.3
merino16435 F 2020 Ayaviri 23.2 3.56 45.3
merino16436 M 2020 Ayaviri 0 1.66 44.8
merino16437 F 2020 Ayaviri 20.1 0.06 44.1
merino16438 M 2020 Ayaviri 21.3 0.76 44.6
merino16439 F 2020 Ayaviri 19.9 0.46 46.3
merino16440 M 2020 Ayaviri 21.5 0 45.8
merino16441 F 2020 Ayaviri 22.2 1.46 45.4
merino16442 M 2020 Ayaviri 20.4 2.76 46.2
merino16443 F 2020 Ayaviri 21.8 3.76 46.4
merino16444 M 2020 Ayaviri 22 3.96 0
merino16445 F 2020 Ayaviri 22.1 4.46 46.5
merino16446 M 2020 Ayaviri 21.8 0 43.8
merino16447 F 2020 Ayaviri 21 4.56 44.5
merino16448 M 2020 Ayaviri 22.8 0 45.7
merino16449 F 2020 Ayaviri 0 2.56 47.3
merino16450 M 2020 Ayaviri 0 0.46 0
merino16451 F 2020 Ayaviri 20.1 0.46 44.5
merino16452 M 2020 Ayaviri 22.6 2.36 46.7
merino16453 F 2020 Ayaviri 22.8 3.66 45.2
merino16454 M 2020 Ayaviri 23.1 1.96 0
merino16455 F 2020 Ayaviri 24.5 2.76 45.8
merino16456 M 2020 Ayaviri 20.8 0 43.7
merino16457 F 2020 Ayaviri 21.4 3.36 45
merino16458 M 2020 Ayaviri 21.5 1.56 45.7
merino16459 F 2020 Ayaviri 20.6 2.46 44.7
merino16460 M 2020 Ayaviri 20.8 0 0
merino16461 F 2020 Ayaviri 21.3 1.56 45.1
merino16462 M 2020 Ayaviri 0 0 44.8
merino16463 F 2020 Ayaviri 19.6 2.56 45.5
merino16464 M 2020 Ayaviri 21.8 3.76 43.4
merino16465 F 2020 Ayaviri 0 0.86 46.2
merino16466 M 2020 Ayaviri 21.3 0 44
merino16467 F 2020 Ayaviri 22 3.46 42.1
merino16468 M 2020 Ayaviri 22 0 0
merino16469 F 2020 Ayaviri 21.3 0 45.3
merino16470 M 2020 Ayaviri 22.4 0 44.1
merino16471 F 2020 Ayaviri 20.2 0.96 0
merino16472 M 2020 Ayaviri 0 2.66 45.5
merino16473 F 2020 Ayaviri 22.2 0 47.2
merino16474 M 2020 Ayaviri 22.1 5.36 0
merino16475 F 2020 Ayaviri 21.2 0 47.1
merino16476 M 2020 Ayaviri 0 0 43.8
merino16477 F 2020 Ayaviri 20.7 1.66 44.5
merino16478 M 2020 Ayaviri 0 0 47.2
merino16479 F 2020 Ayaviri 21.5 3.46 45.5
merino16480 M 2020 Ayaviri 21.7 4.26 0
merino16481 F 2020 Ayaviri 21.7 1.46 45.4
merino16482 M 2020 Ayaviri 23.4 2.36 44
merino16483 F 2020 Ayaviri 21.5 2.26 44.1
merino16484 M 2020 Ayaviri 20 3.06 44.9
merino16485 F 2020 Ayaviri 21.6 4.76 0
merino16486 M 2020 Ayaviri 21.9 3.16 46.5
merino16487 F 2020 Ayaviri 19.9 2.36 46
merino16488 M 2020 Ayaviri 21.9 3.56 45.4
merino16489 F 2020 Ayaviri 23.1 0 45.3
merino16490 M 2020 Ayaviri 22.4 2.16 45.3
merino16491 F 2020 Ayaviri 22.2 5.46 44.6
merino16492 M 2020 Ayaviri 21.1 4.26 44.9
merino16493 F 2020 Ayaviri 21.4 2.26 46.7
merino16494 M 2020 Ayaviri 0 4.26 44.7
merino16495 F 2020 Ayaviri 0 4.86 43.7
merino16496 M 2020 Ayaviri 0 0.46 45.3
merino16497 F 2020 Ayaviri 20.5 2.26 47.4
merino16498 M 2020 Ayaviri 19.5 3.36 45.2
merino16499 F 2020 Ayaviri 24.1 3.66 0
merino16500 M 2020 Ayaviri 20.2 1.56 45.9
merino16501 F 2020 Ayaviri 22.5 0.36 46.3
merino16502 M 2020 Ayaviri 21.7 3.66 0
merino16503 F 2020 Ayaviri 21.3 4.16 0
merino16504 M 2020 Ayaviri 21.2 2.46 45.6
merino16505 F 2020 Ayaviri 22.1 2.76 44.3
merino16506 M 2020 Ayaviri 21.2 3.36 46.4
merino16507 F 2020 Ayaviri 23.4 0.56 46.1
merino16508 M 2020 Ayaviri 23.3 2.16 45.9
merino16509 F 2020 Ayaviri 21.9 0 0
merino16510 M 2020 Ayaviri 23.1 5.06 46.5
merino16511 F 2020 Ayaviri 23 0 46.9
merino16512 M 2020 Ayaviri 19.4 0 0
merino16513 F 2020 Ayaviri 21.4 2.86 43.5
merino16514 M 2020 Ayaviri 22.6 5.66 0
merino16515 F 2020 Ayaviri 20.4 3.66 46.4
merino16516 M 2020 Ayaviri 23 0.86 44.1
merino16517 F 2020 Ayaviri 21.5 3.46 45.2
merino16518 M 2020 Ayaviri 20.8 4.66 44.5
merino16519 F 2020 Ayaviri 22.7 3.36 45.1
merino16520 M 2020 Ayaviri 22 2.76 45.4
merino16521 F 2020 Ayaviri 21.9 0 0
merino16522 M 2020 Ayaviri 21.1 0 0
merino16523 F 2020 Ayaviri 22.4 2.16 44.1
merino16524 M 2020 Ayaviri 20.5 0.86 42.2
merino16525 F 2020 Ayaviri 21.5 3.46 45.9
merino16526 M 2020 Ayaviri 21 1.56 0
merino16527 F 2020 Ayaviri 22.5 0 47.8
merino16528 M 2020 Ayaviri 22.8 1.96 48.7
merino16529 F 2020 Ayaviri 22 1.96 0
merino16530 M 2020 Ayaviri 19.5 1.76 45.4
merino16531 F 2020 Ayaviri 20.7 0 43.5
merino16532 M 2020 Ayaviri 22.5 0 43.6
merino16533 F 2020 Ayaviri 21 1.16 0
merino16534 M 2020 Ayaviri 19.6 3.36 45.4
merino16535 F 2020 Ayaviri 0 0.16 44.6
merino16536 M 2020 Ayaviri 22.6 4.86 45.5
merino16537 F 2020 Ayaviri 23.9 5.46 44
merino16538 M 2020 Ayaviri 21.8 0 46.4
merino16539 F 2020 Ayaviri 21.3 3.76 46.4
merino16540 M 2020 Ayaviri 22.9 0 43.5
merino16541 F 2020 Ayaviri 21.8 1.96 0
merino16542 M 2020 Ayaviri 22 0.66 47.7
merino16543 F 2020 Ayaviri 25 5.66 45.4
merino16544 M 2020 Ayaviri 21.5 0 45.8
merino16545 F 2020 Ayaviri 20.8 1.06 43.7
merino16546 M 2020 Ayaviri 21.7 3.16 45
merino16547 F 2020 Ayaviri 22.1 5.56 45.5
merino16548 M 2020 Ayaviri 20.9 2.66 46.9
merino16549 F 2020 Ayaviri 21.4 3.26 45.4
merino16550 M 2020 Ayaviri 21.1 0 46.6
merino16551 F 2020 Ayaviri 21.9 3.36 46.1
merino16552 M 2020 Ayaviri 23.3 3.26 44.6
merino16553 F 2020 Ayaviri 21.2 0 0
merino16554 M 2020 Ayaviri 24.7 3.86 0
merino16555 F 2020 Ayaviri 22.3 4.06 44.8
merino16556 M 2020 Ayaviri 20.6 2.56 44.7
merino16557 F 2020 Ayaviri 18.7 3.46 45
merino16558 M 2020 Ayaviri 21.3 4.86 46.6
merino16559 F 2020 Ayaviri 22.7 5.16 46.1
merino16560 M 2020 Ayaviri 20.2 0 44.9
merino16561 F 2020 Ayaviri 22.3 2.06 45.6
merino16562 M 2020 Ayaviri 22.6 1.26 0
merino16563 F 2020 Ayaviri 21.5 2.86 45.6
merino16564 M 2020 Ayaviri 0 4.76 0
merino16565 F 2020 Ayaviri 20.2 3.06 44.4
merino16566 M 2020 Ayaviri 20.4 0 43.8
merino16567 F 2020 Ayaviri 0 0 43
merino16568 M 2020 Ayaviri 22.8 1.46 0
merino16569 F 2020 Ayaviri 23.3 2.56 45.5
merino16570 M 2020 Ayaviri 22.8 3.66 44.8
merino16571 F 2020 Ayaviri 21.6 0.96 0
merino16572 M 2020 Ayaviri 21.3 2.66 0
merino16573 F 2020 Ayaviri 22.5 0 0
merino16574 M 2020 Ayaviri 21.4 3.96 44.9
merino16575 F 2020 Ayaviri 24.4 1.16 0
merino16576 M 2020 Ayaviri 21.9 0 45.3
merino16577 F 2020 Ayaviri 22.9 2.06 44.9
merino16578 M 2020 Ayaviri 22.2 3.16 46
merino16579 F 2020 Ayaviri 21.6 2.26 46
merino16580 M 2020 Ayaviri 21.1 0.26 44
merino16581 F 2020 Ayaviri 0 0 43.1
merino16582 M 2020 Ayaviri 22.3 5.26 44.8
merino16583 F 2020 Ayaviri 20.9 3.46 44.5
merino16584 M 2020 Ayaviri 23 0 44.7
merino16585 F 2020 Ayaviri 23.2 5.36 0
merino16586 M 2020 Ayaviri 22 4.76 44.5
merino16587 F 2020 Ayaviri 0 1.76 43.1
merino16588 M 2020 Ayaviri 21.1 3.46 44.7
merino16589 F 2020 Ayaviri 22.7 2.56 43.5
merino16590 M 2020 Ayaviri 19.8 0 45.5
merino16591 F 2020 Ayaviri 20.5 0 44.7
merino16592 M 2020 Ayaviri 19.4 0 44.8
merino16593 F 2020 Ayaviri 22 2.26 0
merino16594 M 2020 Ayaviri 21.3 4.36 45.9
merino16595 F 2020 Ayaviri 19.2 6.16 43.9
merino16596 M 2020 Ayaviri 20.8 2.16 0
merino16597 F 2020 Ayaviri 22 3.56 44.5
merino16598 M 2020 Ayaviri 21.8 0 0
merino16599 F 2020 Ayaviri 21.2 1.86 43.8
merino16600 M 2020 Ayaviri 20.8 4.16 0
merino16601 F 2020 Ayaviri 20.6 0.86 45
merino16602 M 2020 Ayaviri 20.9 2.96 45
merino16603 F 2020 Ayaviri 20.6 0.56 0
merino16604 M 2020 Ayaviri 22.3 3.86 0
merino16605 F 2020 Ayaviri 20.9 3.46 45.6
merino16606 M 2020 Ayaviri 0 0 45.7
merino16607 F 2020 Ayaviri 19.9 2.76 47
merino16608 M 2020 Ayaviri 22.1 0.66 42.3
merino16609 F 2020 Ayaviri 21.2 1.36 43.5
merino16610 M 2020 Ayaviri 20.1 3.96 46.6
merino16611 F 2020 Ayaviri 22.4 6.16 46.1
merino16612 M 2020 Ayaviri 21.5 6.36 0
merino16613 F 2020 Ayaviri 21.8 4.76 0
merino16614 M 2020 Ayaviri 23.8 6.06 0
merino16615 F 2020 Ayaviri 20.1 4.56 45.6
merino16616 M 2020 Ayaviri 22.7 2.36 44.6
merino16617 F 2020 Ayaviri 22.2 1.26 42.5
merino16618 M 2020 Ayaviri 23.2 5.46 45.1
merino16619 F 2020 Ayaviri 21.5 0 44.3
merino16620 M 2020 Ayaviri 20.3 2.06 44.2
merino16621 F 2020 Ayaviri 21.6 6.36 45.2
merino16622 M 2020 Ayaviri 21 0.76 44.2
merino16623 F 2020 Ayaviri 0 1.46 43.8
merino16624 M 2020 Ayaviri 22.2 2.66 44
merino16625 F 2020 Ayaviri 21.6 0.66 45.1
merino16626 M 2020 Ayaviri 21.3 5.66 46
merino16627 F 2020 Ayaviri 0 3.76 46.9
merino16628 M 2020 Ayaviri 20.3 3.56 44.6
merino16629 F 2020 Ayaviri 18.9 0.76 45.3
merino16630 M 2020 Ayaviri 21.2 0.16 43.9
merino16631 F 2020 Ayaviri 23 4.56 45.4
merino16632 M 2020 Ayaviri 20.3 0 47.3
merino16633 F 2020 Ayaviri 22.1 2.26 44.6
merino16634 M 2020 Ayaviri 21.1 0 43.9
merino16635 F 2020 Ayaviri 20.6 3.16 0
merino16636 M 2021 Espinar 20.2 0.26 45.1
merino16637 F 2021 Espinar 19.7 0 44.5
merino16638 M 2021 Espinar 19.3 1.56 43.3
merino16639 F 2021 Espinar 17.7 0.36 0
merino16640 M 2021 Espinar 0 2.26 45.5
merino16641 F 2021 Espinar 19.8 0.16 42.6
merino16642 M 2021 Espinar 21 0.46 42.9
merino16643 F 2021 Espinar 18.9 0 44.6
merino16644 M 2021 Espinar 18 1.26 42.3
merino16645 F 2021 Espinar 19.2 3.26 43.5
merino16646 M 2021 Espinar 20.3 2.26 44.1
merino16647 F 2021 Espinar 20.1 3.16 43.9
merino16648 M 2021 Espinar 19.1 4.86 47.1
merino16649 F 2021 Espinar 21.8 2.46 45.4
merino16650 M 2021 Espinar 19.8 2.56 0
merino16651 F 2021 Espinar 18.8 0 0
merino16652 M 2021 Espinar 0 0 46.1
merino16653 F 2021 Espinar 19.7 1.96 45
merino16654 M 2021 Espinar 19.3 0 44.3
merino16655 F 2021 Espinar 18.6 1.46 45.3
merino16656 M 2021 Espinar 20.2 1.26 46.9
merino16657 F 2021 Espinar 21.7 3.06 46.7
merino16658 M 2021 Espinar 19.3 0.36 46.8
merino16659 F 2021 Espinar 21.3 4.86 45.7
merino16660 M 2021 Espinar 20.7 0 45.5
merino16661 F 2021 Espinar 21.4 1.76 44.8
merino16662 M 2021 Espinar 0 2.56 44.8
merino16663 F 2021 Espinar 20.4 0 42.8
merino16664 M 2021 Espinar 21.5 2.36 45.3
merino16665 F 2021 Espinar 0 0 45.5
merino16666 M 2021 Espinar 19.9 2.16 0
merino16667 F 2021 Espinar 20 0 0
merino16668 M 2021 Espinar 19.8 0.86 0
merino16669 F 2021 Espinar 20.5 0 45.2
merino16670 M 2021 Espinar 18.9 0.56 43.6
merino16671 F 2021 Espinar 20 0 45.1
merino16672 M 2021 Espinar 20.6 1.76 0
merino16673 F 2021 Espinar 21 0 46.5
merino16674 M 2021 Espinar 20.8 2.96 0
merino16675 F 2021 Espinar 0 2.26 0
merino16676 M 2021 Espinar 20.2 1.36 46.2
merino16677 F 2021 Espinar 20 0 44.4
merino16678 M 2021 Espinar 18.2 1.96 45.9
merino16679 F 2021 Espinar 0 3.46 45.8
merino16680 M 2021 Espinar 0 0 42.1
merino16681 F 2021 Espinar 0 4.96 0
merino16682 M 2021 Espinar 20.3 1.76 44.4
merino16683 F 2021 Espinar 21 0 45.8
merino16684 M 2021 Espinar 19.2 0 46.1
merino16685 F 2021 Espinar 0 0 44.6
merino16686 M 2021 Espinar 20.4 2.26 45.5
merino16687 F 2021 Espinar 0 0 44.6
merino16688 M 2021 Espinar 20.3 0 45.6
merino16689 F 2021 Espinar 19.1 2.86 44.8
merino16690 M 2021 Espinar 19.6 1.06 0
merino16691 F 2021 Espinar 19.8 1.36 45.9
